date_reponse,agence,canal_contact,anciennete_mois,note_nps,note_delai,note_conseil,recommande,commentaire
2024-10-27,San-Pédro Port,Commercial,30,6,4,2,Non,"Prix corrects"
2024-04-29,Abidjan Plateau,Commercial,14,9,5,4,Oui,"Rien à signaler"
2024-08-20,Abidjan Yopougon,Site web,25,7,3,4,Peut-être,"Conseiller très clair"
2024-05-10,San-Pédro Port,Téléphone,2,7,4,4,Peut-être,"Produit indisponible"
2024-08-24,Abidjan Plateau,Boutique,45,7,3,4,Peut-être,"Prix corrects"
2024-02-22,San-Pédro Port,Commercial,62,5,2,3,Non,""
2024-10-27,Abidjan Plateau,Téléphone,26,6,3,3,Non,"Rien à signaler"
2024-05-13,Abidjan Yopougon,Boutique,3,7,4,4,Peut-être,"Produit indisponible"
2024-10-09,Abidjan Yopougon,Téléphone,51,7,3,3,Peut-être,"Produit indisponible"
2024-02-21,San-Pédro Port,Boutique,24,7,4,4,Peut-être,"Rien à signaler"
2024-11-24,Bouaké Centre,Site web,33,7,4,3,Peut-être,"Produit indisponible"
2024-06-03,Abidjan Plateau,Téléphone,47,8,4,5,Peut-être,"Produit indisponible"
2024-02-25,Abidjan Plateau,Commercial,15,7,3,4,Peut-être,"Rien à signaler"
2024-06-27,Abidjan Plateau,Téléphone,34,9,5,4,Oui,"Produit indisponible"
2024-05-22,San-Pédro Port,Commercial,3,8,3,5,Peut-être,"Rien à signaler"
2024-08-22,Bouaké Centre,Boutique,69,8,4,3,Peut-être,"Service rapide"
2024-12-07,Bouaké Centre,Téléphone,20,7,4,3,Peut-être,"Conseiller très clair"
2024-07-13,Abidjan Yopougon,Site web,33,5,3,3,Non,""
2024-12-25,San-Pédro Port,Téléphone,70,7,4,4,Peut-être,"Service rapide"
2024-12-18,Bouaké Centre,Téléphone,43,5,2,3,Non,"Service rapide"
2024-10-26,Bouaké Centre,Téléphone,68,8,5,4,Peut-être,"Prix corrects"
2024-06-06,Bouaké Centre,Commercial,44,9,5,5,Oui,""
2024-07-24,Abidjan Plateau,Site web,52,6,4,2,Non,"Produit indisponible"
2024-06-12,Abidjan Plateau,Site web,61,6,4,3,Non,"Service rapide"
2024-11-25,San-Pédro Port,Site web,26,9,4,4,Oui,"Service rapide"
2024-11-15,Abidjan Plateau,Téléphone,55,8,5,3,Peut-être,"Produit indisponible"
2024-04-27,San-Pédro Port,Boutique,11,7,4,4,Peut-être,""
2024-07-22,Bouaké Centre,Téléphone,56,6,3,3,Non,"Service rapide"
2024-06-07,Bouaké Centre,Commercial,17,6,3,3,Non,"Attente trop longue"
2024-09-29,Abidjan Plateau,Commercial,43,8,3,3,Peut-être,"Rien à signaler"
2024-09-07,Abidjan Plateau,Téléphone,50,6,2,3,Non,""
2024-10-11,Abidjan Plateau,Site web,24,9,4,4,Oui,""
2024-06-27,Bouaké Centre,Site web,72,8,3,5,Peut-être,"Rien à signaler"
2024-07-11,Abidjan Plateau,Boutique,63,7,4,3,Peut-être,"Service rapide"
2024-09-28,Abidjan Yopougon,Commercial,57,5,3,3,Non,"Prix corrects"
2024-01-07,Bouaké Centre,Boutique,49,5,2,3,Non,"Produit indisponible"
2024-06-27,Abidjan Plateau,Commercial,71,10,5,5,Oui,"Prix corrects"
2024-06-12,Abidjan Plateau,Site web,29,8,5,5,Peut-être,"Attente trop longue"
2024-12-09,Bouaké Centre,Site web,24,8,4,4,Peut-être,"Attente trop longue"
2024-11-15,Bouaké Centre,Site web,13,8,5,3,Peut-être,""
2024-10-14,Abidjan Yopougon,Téléphone,55,5,2,3,Non,"Conseiller très clair"
2024-10-22,San-Pédro Port,Boutique,13,6,4,4,Non,""
2024-03-31,Abidjan Yopougon,Téléphone,35,3,1,1,Non,"Produit indisponible"
2024-06-18,San-Pédro Port,Téléphone,70,9,4,4,Oui,"Rien à signaler"
2024-12-25,Abidjan Yopougon,Boutique,26,7,4,4,Peut-être,"Conseiller très clair"
2024-12-15,San-Pédro Port,Téléphone,38,10,5,5,Oui,"Prix corrects"
2024-03-16,Abidjan Plateau,Commercial,67,8,4,4,Peut-être,"Rien à signaler"
2024-01-09,Bouaké Centre,Site web,59,6,2,4,Non,"Attente trop longue"
2024-02-11,Abidjan Yopougon,Boutique,23,4,2,3,Non,"Produit indisponible"
2024-09-18,San-Pédro Port,Commercial,42,6,3,2,Non,"Produit indisponible"
2024-04-20,Abidjan Yopougon,Site web,11,4,3,2,Non,""
2024-12-14,Abidjan Yopougon,Commercial,72,3,2,2,Non,"Prix corrects"
2024-09-26,Abidjan Plateau,Commercial,38,8,5,3,Peut-être,""
2024-11-05,Bouaké Centre,Téléphone,14,7,4,4,Peut-être,""
2024-05-16,San-Pédro Port,Téléphone,4,9,4,4,Oui,"Produit indisponible"
2024-05-22,Abidjan Plateau,Commercial,50,8,5,4,Peut-être,"Prix corrects"
2024-11-12,San-Pédro Port,Commercial,24,6,3,2,Non,"Rien à signaler"
2024-04-24,Bouaké Centre,Commercial,52,9,4,5,Oui,"Attente trop longue"
2024-03-21,Abidjan Plateau,Commercial,43,8,4,4,Peut-être,"Prix corrects"
2024-03-09,Abidjan Plateau,Boutique,4,6,4,4,Non,""
2024-04-29,Abidjan Yopougon,Site web,30,6,3,3,Non,"Conseiller très clair"
2024-06-21,Abidjan Plateau,Commercial,15,8,4,5,Peut-être,"Rien à signaler"
2024-12-11,San-Pédro Port,Téléphone,64,5,3,3,Non,"Rien à signaler"
2024-01-02,Abidjan Yopougon,Boutique,9,5,2,2,Non,"Produit indisponible"
2024-01-13,San-Pédro Port,Site web,35,9,4,5,Oui,"Rien à signaler"
2024-01-30,Abidjan Yopougon,Boutique,35,6,2,3,Non,""
2024-06-24,Abidjan Yopougon,Boutique,23,4,3,2,Non,"Service rapide"
2024-01-05,San-Pédro Port,Site web,31,8,4,3,Peut-être,"Prix corrects"
2024-04-26,Abidjan Plateau,Boutique,43,9,4,4,Oui,"Attente trop longue"
2024-01-16,San-Pédro Port,Téléphone,55,5,3,2,Non,"Service rapide"
2024-12-03,San-Pédro Port,Boutique,20,10,5,5,Oui,"Conseiller très clair"
2024-01-02,Bouaké Centre,Commercial,15,6,2,4,Non,"Rien à signaler"
2024-07-26,San-Pédro Port,Commercial,5,7,3,3,Peut-être,"Rien à signaler"
2024-01-04,Abidjan Yopougon,Boutique,11,7,4,4,Peut-être,"Service rapide"
2024-04-07,San-Pédro Port,Site web,18,8,4,4,Peut-être,"Service rapide"
2024-07-14,Abidjan Yopougon,Commercial,63,5,3,3,Non,""
2024-08-07,Abidjan Plateau,Site web,38,5,2,2,Non,"Attente trop longue"
2024-03-12,Abidjan Plateau,Boutique,64,8,5,4,Peut-être,"Service rapide"
2024-08-30,Abidjan Plateau,Site web,5,7,4,4,Peut-être,""
2024-10-01,Bouaké Centre,Site web,59,10,4,5,Oui,"Rien à signaler"
2024-10-26,Abidjan Yopougon,Téléphone,14,7,3,4,Peut-être,"Prix corrects"
2024-11-21,Abidjan Plateau,Site web,12,7,3,4,Peut-être,"Service rapide"
2024-11-22,Bouaké Centre,Commercial,26,8,3,3,Peut-être,"Service rapide"
2024-06-23,Abidjan Yopougon,Boutique,51,8,4,4,Peut-être,"Prix corrects"
2024-05-05,Abidjan Plateau,Boutique,27,6,4,3,Non,"Conseiller très clair"
2024-11-05,Bouaké Centre,Commercial,51,9,4,5,Oui,"Rien à signaler"
2024-06-14,Abidjan Plateau,Téléphone,50,7,4,4,Peut-être,"Conseiller très clair"
2024-11-20,Bouaké Centre,Commercial,59,7,3,4,Peut-être,"Rien à signaler"
2024-12-19,Abidjan Plateau,Site web,11,8,5,4,Peut-être,"Prix corrects"
2024-08-01,Bouaké Centre,Téléphone,8,7,4,4,Peut-être,"Conseiller très clair"
2024-08-16,San-Pédro Port,Commercial,35,6,4,4,Non,"Attente trop longue"
2024-06-02,Abidjan Plateau,Téléphone,24,9,5,4,Oui,"Service rapide"
2024-05-07,Abidjan Yopougon,Boutique,42,8,5,4,Peut-être,"Produit indisponible"
2024-08-20,Bouaké Centre,Téléphone,68,6,4,3,Non,"Produit indisponible"
2024-06-13,Bouaké Centre,Site web,68,9,4,5,Oui,"Produit indisponible"
2024-05-16,Abidjan Plateau,Téléphone,71,6,2,4,Non,"Conseiller très clair"
2024-09-28,Abidjan Yopougon,Téléphone,29,5,3,3,Non,"Rien à signaler"
2024-03-07,Abidjan Yopougon,Commercial,62,7,3,4,Peut-être,"Service rapide"
2024-09-24,Abidjan Yopougon,Téléphone,56,3,2,1,Non,"Produit indisponible"
2024-06-27,San-Pédro Port,Commercial,35,6,3,2,Non,"Produit indisponible"
2024-04-01,Bouaké Centre,Boutique,41,5,2,3,Non,"Attente trop longue"
2024-01-04,San-Pédro Port,Site web,72,9,4,5,Oui,""
2024-09-17,Abidjan Yopougon,Commercial,24,5,2,2,Non,""
2024-02-10,Abidjan Plateau,Boutique,11,9,5,4,Oui,"Prix corrects"
2024-12-23,Abidjan Yopougon,Téléphone,25,5,2,2,Non,"Rien à signaler"
2024-12-23,Bouaké Centre,Site web,61,6,2,3,Non,"Produit indisponible"
2024-07-12,Bouaké Centre,Commercial,39,6,3,3,Non,""
2024-10-04,Abidjan Plateau,Commercial,59,9,4,4,Oui,"Prix corrects"
2024-06-13,Abidjan Yopougon,Boutique,30,5,3,3,Non,"Rien à signaler"
2024-10-06,Abidjan Plateau,Commercial,71,9,4,4,Oui,"Service rapide"
2024-05-31,Abidjan Plateau,Commercial,40,7,3,3,Peut-être,"Rien à signaler"
2024-11-15,Bouaké Centre,Téléphone,45,8,4,3,Peut-être,"Prix corrects"
2024-09-05,San-Pédro Port,Boutique,10,6,4,4,Non,"Service rapide"
2024-06-10,Abidjan Plateau,Boutique,56,9,5,4,Oui,"Rien à signaler"
2024-07-17,Bouaké Centre,Commercial,3,6,2,3,Non,""
2024-12-08,Abidjan Plateau,Commercial,63,5,2,2,Non,""
2024-10-21,Bouaké Centre,Site web,61,6,2,4,Non,"Conseiller très clair"
2024-12-27,San-Pédro Port,Téléphone,28,7,3,4,Peut-être,""
2024-09-20,San-Pédro Port,Site web,52,10,4,4,Oui,"Prix corrects"
2024-06-20,Abidjan Yopougon,Commercial,50,7,3,4,Peut-être,"Service rapide"
2024-02-19,Abidjan Yopougon,Boutique,53,6,4,2,Non,""
2024-12-30,Abidjan Yopougon,Commercial,19,6,3,3,Non,""
2024-01-09,Abidjan Plateau,Site web,69,7,4,4,Peut-être,"Rien à signaler"
2024-01-18,San-Pédro Port,Boutique,43,6,3,2,Non,"Produit indisponible"
2024-11-25,Abidjan Yopougon,Boutique,2,3,1,1,Non,"Rien à signaler"
2024-04-04,San-Pédro Port,Boutique,52,5,3,2,Non,"Conseiller très clair"
2024-10-03,San-Pédro Port,Boutique,70,9,4,4,Oui,"Attente trop longue"
2024-03-17,San-Pédro Port,Commercial,36,6,3,2,Non,"Rien à signaler"
2024-09-11,Abidjan Yopougon,Boutique,41,5,2,2,Non,"Service rapide"
2024-12-03,San-Pédro Port,Boutique,62,6,2,3,Non,"Prix corrects"
2024-05-10,Abidjan Yopougon,Téléphone,29,4,2,2,Non,"Conseiller très clair"
2024-10-26,Abidjan Yopougon,Commercial,34,7,3,3,Peut-être,"Produit indisponible"
2024-12-05,Abidjan Yopougon,Commercial,30,8,3,3,Peut-être,"Attente trop longue"
2024-12-04,San-Pédro Port,Site web,30,8,4,4,Peut-être,"Conseiller très clair"
2024-05-16,Bouaké Centre,Commercial,60,7,4,4,Peut-être,"Produit indisponible"
2024-08-21,San-Pédro Port,Commercial,5,9,4,4,Oui,"Attente trop longue"
2024-04-03,San-Pédro Port,Boutique,62,7,4,4,Peut-être,"Prix corrects"
2024-03-20,Abidjan Plateau,Boutique,20,8,5,4,Peut-être,"Service rapide"
2024-01-05,San-Pédro Port,Téléphone,17,6,4,4,Non,"Conseiller très clair"
2024-06-18,Bouaké Centre,Site web,2,6,3,2,Non,"Conseiller très clair"
2024-11-18,San-Pédro Port,Commercial,58,7,4,3,Peut-être,"Service rapide"
2024-01-11,Abidjan Plateau,Téléphone,26,8,3,3,Peut-être,"Attente trop longue"
2024-03-04,Abidjan Yopougon,Commercial,36,4,2,3,Non,"Conseiller très clair"
2024-12-11,Bouaké Centre,Site web,11,8,3,4,Peut-être,"Service rapide"
2024-08-04,Abidjan Plateau,Téléphone,15,10,5,5,Oui,""
2024-10-07,Abidjan Plateau,Boutique,64,9,4,5,Oui,"Attente trop longue"
2024-04-05,Abidjan Plateau,Téléphone,11,10,5,5,Oui,"Prix corrects"
2024-01-17,Abidjan Plateau,Site web,52,6,2,3,Non,"Attente trop longue"
2024-11-01,Bouaké Centre,Commercial,58,6,3,3,Non,"Conseiller très clair"
2024-09-30,Bouaké Centre,Téléphone,62,8,4,3,Peut-être,"Attente trop longue"
2024-05-24,Abidjan Plateau,Boutique,55,9,4,4,Oui,""
2024-01-06,San-Pédro Port,Téléphone,33,7,3,4,Peut-être,""
