date_vente,region,canal_vente,famille_produit,segment_client,quantite,prix_unitaire,remise_pct,montant_ht
2024-07-20,Abidjan,Grand compte,Fer à béton,Artisan,24,10466,5,238625
2024-11-25,Bouaké,Revendeur,Carrelage,Particulier,16,12605,3,195630
2024-09-02,Yamoussoukro,Grand compte,Fer à béton,,12,9064,1,107680
2024-10-09,Abidjan,Grand compte,Peinture,Particulier,29,15630,13,394345
2024-08-24,Yamoussoukro,Revendeur,Carrelage,,15,12511,0,187665
2024-06-17,Abidjan,Revendeur,Carrelage,,33,13494,3,583123
2024-07-30,Yamoussoukro,Direct,Fer à béton,Entreprise,16,9056,2,141998
2024-01-25,San-Pédro,Direct,Peinture,Entreprise,14,16380,0,229320
2024-07-21,Korhogo,Grand compte,Peinture,Entreprise,23,16344,1,372153
2024-03-15,Bouaké,Revendeur,Fer à béton,Artisan,1,8390,4,8054
2024-02-04,Abidjan,Direct,Fer à béton,Artisan,38,8474,2,315572
2024-08-09,Abidjan,Direct,Carrelage,Entreprise,24,11047,1,262477
2024-05-16,Korhogo,Grand compte,Peinture,Entreprise,24,14959,5,460438
2024-11-25,Daloa,Direct,Électricité,,23,7621,5,166519
2024-10-24,Abidjan,Revendeur,Électricité,Artisan,24,10218,2,240327
2024-08-20,San-Pédro,Revendeur,Électricité,Artisan,22,8018,5,167576
2024-09-19,Yamoussoukro,Grand compte,Ciment,Particulier,18,6117,12,96893
2024-10-27,Abidjan,Grand compte,Électricité,Particulier,19,9924,4,181014
2024-10-04,Yamoussoukro,Direct,Ciment,Artisan,22,6063,6,125383
2024-09-19,Bouaké,Direct,Carrelage,Particulier,33,13311,2,430478
2024-02-03,Abidjan,Grand compte,Carrelage,Entreprise,26,12697,15,280604
2024-10-01,San-Pédro,Revendeur,Carrelage,Particulier,14,13045,4,175325
2024-10-30,Daloa,Grand compte,Ciment,Particulier,1,6369,0,6369
2024-04-09,San-Pédro,Revendeur,Carrelage,Artisan,19,11272,2,283344
2024-09-22,Daloa,Grand compte,Ciment,,20,5678,12,99933
2024-06-27,San-Pédro,Direct,Plomberie,Particulier,26,6496,1,225730
2024-10-22,Abidjan,Grand compte,Ciment,Particulier,38,7418,10,253696
2024-01-09,Yamoussoukro,Direct,Peinture,Artisan,10,13712,2,134378
2024-03-09,Bouaké,Grand compte,Plomberie,Entreprise,35,8234,11,256489
2024-03-26,Abidjan,Revendeur,Électricité,Particulier,8,8997,3,69817
2024-12-02,Daloa,Direct,Fer à béton,Particulier,5,9745,3,47263
2024-07-11,Korhogo,Revendeur,Carrelage,,33,12300,4,389664
2024-06-20,Daloa,Grand compte,Ciment,Artisan,32,5683,4,235685
2024-02-28,Yamoussoukro,Grand compte,Carrelage,,13,11278,11,130486
2024-01-09,Bouaké,Revendeur,Fer à béton,Artisan,35,9382,4,315235
2024-01-06,Yamoussoukro,Direct,Plomberie,Entreprise,40,7028,2,275498
2024-10-09,Yamoussoukro,Direct,Ciment,Entreprise,5,6765,2,33149
2024-05-09,Korhogo,Revendeur,Ciment,Artisan,11,7360,4,104924
2024-10-30,Daloa,Grand compte,Plomberie,,7,6570,12,40471
2024-01-15,Daloa,Grand compte,Électricité,Particulier,6,9254,12,48861
2024-09-14,Daloa,Direct,Plomberie,Particulier,40,6725,4,258240
2024-04-29,Korhogo,Revendeur,Carrelage,Entreprise,15,10364,0,209871
2024-11-25,Korhogo,Revendeur,Carrelage,,26,10094,3,254571
2024-07-10,Korhogo,Revendeur,Plomberie,,9,7507,5,64185
2024-08-01,Abidjan,Revendeur,Ciment,Particulier,11,6568,5,68636
2024-02-22,Daloa,Direct,Plomberie,Artisan,36,7204,6,243783
2024-10-22,Yamoussoukro,Direct,Fer à béton,Artisan,31,7863,6,229128
2024-12-14,San-Pédro,Grand compte,Fer à béton,Entreprise,18,9347,2,164881
2024-12-10,Abidjan,Direct,Carrelage,Artisan,35,13461,4,452290
2024-05-14,Yamoussoukro,Grand compte,Peinture,Entreprise,20,14504,5,372028
2024-10-13,Abidjan,Grand compte,Électricité,Artisan,21,9572,8,184931
2024-06-26,San-Pédro,Direct,Plomberie,Artisan,36,8039,2,382881
2024-03-14,Bouaké,Grand compte,Peinture,,28,12981,4,348929
2024-03-30,Korhogo,Direct,Ciment,Entreprise,5,5725,2,28053
2024-06-08,Korhogo,Revendeur,Fer à béton,Artisan,40,9579,5,491403
2024-02-10,Bouaké,Revendeur,Plomberie,,8,8060,5,61256
2024-08-19,Abidjan,Revendeur,Fer à béton,,15,10499,5,149611
2024-01-10,Korhogo,Revendeur,Fer à béton,Particulier,26,8462,1,217812
2024-07-22,San-Pédro,Direct,Plomberie,Artisan,26,8054,1,207310
2024-01-23,San-Pédro,Direct,Carrelage,Artisan,4,12656,2,49612
2024-12-21,Daloa,Direct,Électricité,Entreprise,9,8396,2,74053
2024-09-08,Korhogo,Grand compte,Peinture,Artisan,16,12370,4,190003
2024-08-11,Abidjan,Grand compte,Carrelage,Artisan,15,12651,10,170789
2024-01-29,Bouaké,Direct,Électricité,,32,7647,5,232469
2024-06-16,Abidjan,Direct,Électricité,Entreprise,28,8348,5,299777
2024-08-03,Yamoussoukro,Revendeur,Plomberie,Particulier,15,8473,1,125824
2024-12-01,Korhogo,Revendeur,Électricité,Entreprise,2,9779,4,18776
2024-01-05,Bouaké,Grand compte,Électricité,Artisan,1,9975,15,8479
2024-02-08,Yamoussoukro,Revendeur,Fer à béton,Particulier,33,7877,4,249543
2024-05-24,Abidjan,Grand compte,Carrelage,Particulier,1,12021,10,14606
2024-07-20,Yamoussoukro,Grand compte,Électricité,Artisan,10,8118,1,80368
2024-03-09,Yamoussoukro,Revendeur,Peinture,Artisan,3,14785,0,44355
2024-11-01,San-Pédro,Grand compte,Fer à béton,Artisan,6,9117,7,50873
2024-03-20,Korhogo,Direct,Ciment,,37,5780,2,209583
2024-11-17,Yamoussoukro,Grand compte,Fer à béton,Artisan,28,10129,15,241070
2024-03-02,Daloa,Direct,Peinture,,39,14070,4,526781
2024-11-10,Abidjan,Revendeur,Ciment,Artisan,28,5651,1,156646
2024-01-09,Yamoussoukro,Revendeur,Ciment,,3,7472,1,22192
2024-04-21,Korhogo,Revendeur,Peinture,Entreprise,4,14066,4,72918
2024-02-07,Bouaké,Revendeur,Ciment,Artisan,30,6734,3,195959
2024-05-16,Yamoussoukro,Revendeur,Fer à béton,Entreprise,9,8923,6,101910
2024-09-16,Daloa,Revendeur,Plomberie,Particulier,16,7923,1,125500
2024-11-03,Korhogo,Revendeur,Plomberie,Particulier,32,8220,5,249888
2024-10-22,Yamoussoukro,Direct,Fer à béton,Particulier,10,8415,5,79943
2024-03-18,Yamoussoukro,Grand compte,Ciment,Entreprise,13,6569,2,83689
2024-02-04,Korhogo,Grand compte,Électricité,,24,9863,1,234345
2024-05-03,Abidjan,Revendeur,Peinture,Artisan,30,14647,2,581339
2024-03-22,Daloa,Direct,Fer à béton,,37,9997,2,362491
2024-07-09,Abidjan,Direct,Fer à béton,Artisan,37,10161,3,364678
2024-11-25,Korhogo,Direct,Électricité,Artisan,18,8607,0,154926
2024-05-09,Abidjan,Grand compte,Plomberie,,31,6633,12,244280
2024-05-11,Daloa,Direct,Carrelage,Artisan,39,11799,3,602581
2024-11-09,Korhogo,Grand compte,Électricité,Artisan,35,9367,3,318010
2024-03-21,Abidjan,Revendeur,Ciment,Entreprise,35,6968,2,239002
2024-02-22,Yamoussoukro,Revendeur,Ciment,Artisan,13,6535,6,79858
2024-01-28,Daloa,Grand compte,Plomberie,,13,8192,14,91587
2024-12-26,Bouaké,Grand compte,Carrelage,Particulier,35,13510,5,449208
2024-11-27,Daloa,Grand compte,Électricité,Entreprise,19,9163,6,163651
2024-05-07,Daloa,Direct,Ciment,Entreprise,19,6100,5,148642
2024-04-06,San-Pédro,Grand compte,Électricité,Artisan,28,8806,14,286265
2024-03-14,Abidjan,Revendeur,Ciment,,33,6073,4,192393
2024-04-25,Daloa,Direct,Ciment,,39,7092,6,350990
2024-03-09,Daloa,Grand compte,Plomberie,Entreprise,36,7419,3,259071
2024-11-13,Korhogo,Direct,Carrelage,,18,12987,1,231428
2024-01-03,Yamoussoukro,Direct,Peinture,Artisan,29,15333,3,431317
2024-03-15,Korhogo,Revendeur,Plomberie,,29,6919,2,196638
2024-12-13,Korhogo,Direct,Peinture,Entreprise,40,12730,2,499016
2024-07-17,Daloa,Direct,Électricité,Particulier,18,7888,5,134885
2024-10-15,Korhogo,Grand compte,Fer à béton,Entreprise,38,7901,12,264209
2024-06-14,Abidjan,Revendeur,Ciment,Particulier,24,5926,5,182402
2024-10-18,San-Pédro,Direct,Fer à béton,Artisan,26,10255,3,258631
2024-07-06,Yamoussoukro,Grand compte,Peinture,Artisan,9,16178,3,141234
2024-12-30,San-Pédro,Direct,Peinture,,11,15454,1,168294
2024-10-02,Yamoussoukro,Revendeur,Plomberie,,36,6347,3,221637
2024-07-12,Daloa,Direct,Électricité,Artisan,25,9269,2,227091
2024-02-27,Bouaké,Direct,Plomberie,Artisan,25,8254,3,200160
2024-10-14,Bouaké,Direct,Ciment,Particulier,21,5721,2,117738
2024-05-10,Bouaké,Revendeur,Fer à béton,Particulier,20,9861,2,260922
2024-11-12,Daloa,Direct,Ciment,Entreprise,1,7060,1,6989
2024-01-13,Bouaké,Revendeur,Plomberie,Artisan,5,6458,4,30998
2024-11-01,Daloa,Revendeur,Carrelage,Artisan,7,10600,1,73458
2024-04-25,San-Pédro,Grand compte,Carrelage,Particulier,20,13024,0,351648
2024-04-01,Korhogo,Direct,Électricité,,7,9962,5,89434
2024-10-31,Abidjan,Direct,Électricité,Particulier,12,8732,3,101640
2024-11-12,Yamoussoukro,Direct,Plomberie,Artisan,20,7457,1,147649
2024-01-08,Korhogo,Grand compte,Peinture,Entreprise,18,14547,5,248754
2024-05-07,Korhogo,Direct,Électricité,Entreprise,11,8309,3,119687
2024-02-11,San-Pédro,Revendeur,Électricité,Entreprise,4,9255,6,34799
2024-06-23,Abidjan,Grand compte,Électricité,Artisan,23,9731,13,262868
2024-02-07,Bouaké,Revendeur,Fer à béton,Entreprise,39,8909,2,340502
2024-12-07,Yamoussoukro,Grand compte,Plomberie,Entreprise,7,7162,3,48630
2024-04-20,Yamoussoukro,Direct,Plomberie,,18,7328,1,176290
2024-04-15,Bouaké,Direct,Fer à béton,Artisan,1,9400,4,12182
2024-11-29,San-Pédro,Revendeur,Peinture,Entreprise,26,15022,5,371043
2024-10-13,San-Pédro,Revendeur,Fer à béton,,39,8494,4,318015
2024-01-13,Daloa,Revendeur,Fer à béton,Artisan,14,8056,2,110528
2024-06-12,San-Pédro,Direct,Peinture,Entreprise,17,12612,1,286551
2024-04-24,Bouaké,Direct,Électricité,Particulier,30,9840,4,382579
2024-12-25,Bouaké,Grand compte,Carrelage,Particulier,32,11391,13,317125
2024-09-07,Abidjan,Revendeur,Électricité,Artisan,17,9290,1,156351
2024-03-05,Bouaké,Direct,Fer à béton,Particulier,24,7963,1,189201
2024-01-31,Daloa,Revendeur,Ciment,,28,5919,4,159103
2024-05-23,Bouaké,Direct,Fer à béton,Artisan,24,8373,5,257721
2024-02-05,Yamoussoukro,Revendeur,Ciment,Artisan,34,5987,1,201522
2024-07-23,Bouaké,Revendeur,Électricité,Particulier,2,8502,2,16664
2024-01-13,San-Pédro,Revendeur,Carrelage,Particulier,5,10290,6,48363
2024-05-22,Korhogo,Grand compte,Peinture,Entreprise,7,15200,1,142204
2024-05-25,San-Pédro,Grand compte,Peinture,,23,15913,2,484217
2024-10-10,San-Pédro,Direct,Fer à béton,,1,8046,6,7563
2024-10-04,Abidjan,Grand compte,Ciment,Particulier,10,7124,13,61979
2024-06-18,Daloa,Grand compte,Plomberie,Artisan,36,8234,12,352152
2024-12-19,Korhogo,Direct,Carrelage,,23,12188,6,263505
2024-02-10,Abidjan,Revendeur,Plomberie,,26,8479,1,218249
2024-07-11,Yamoussoukro,Direct,Plomberie,Artisan,22,7926,6,163910
2024-06-18,Yamoussoukro,Direct,Ciment,Entreprise,34,5714,6,246536
2024-10-14,Bouaké,Revendeur,Ciment,Artisan,39,6025,2,230276
2024-10-03,Daloa,Direct,Peinture,Artisan,30,12616,3,367126
2024-11-11,Korhogo,Revendeur,Ciment,,20,6752,5,128288
2024-04-17,San-Pédro,Direct,Plomberie,Particulier,10,7398,4,95878
2024-04-02,Yamoussoukro,Revendeur,Électricité,Particulier,30,9334,2,370466
2024-05-27,Abidjan,Revendeur,Peinture,Entreprise,18,13621,2,324370
2024-10-02,Bouaké,Grand compte,Plomberie,Particulier,24,7267,10,156967
2024-07-12,Daloa,Revendeur,Ciment,Particulier,14,6957,6,91554
2024-09-14,Bouaké,Direct,Carrelage,Artisan,34,10433,3,344080
2024-06-27,San-Pédro,Grand compte,Plomberie,Artisan,35,7217,14,293263
2024-06-13,Abidjan,Direct,Électricité,,19,8326,5,202884
2024-11-06,San-Pédro,Direct,Ciment,Artisan,14,6757,5,89868
2024-04-23,Abidjan,Revendeur,Fer à béton,,26,9199,2,316427
2024-03-26,Daloa,Revendeur,Peinture,,18,14251,1,253953
2024-06-01,Korhogo,Revendeur,Carrelage,Particulier,3,10465,0,42383
2024-02-27,Korhogo,Revendeur,Peinture,,25,13311,1,329447
2024-12-15,Bouaké,Direct,Plomberie,Entreprise,10,6902,2,67640
2024-11-27,Yamoussoukro,Grand compte,Carrelage,Entreprise,12,12147,10,131188
2024-02-22,Yamoussoukro,Revendeur,Fer à béton,Entreprise,28,10071,2,276348
2024-02-24,Korhogo,Direct,Peinture,Artisan,10,14669,5,139356
2024-09-08,Abidjan,Direct,Carrelage,Entreprise,30,12952,1,384674
2024-10-20,Abidjan,Grand compte,Ciment,Artisan,22,6554,7,134095
2024-09-27,Daloa,Revendeur,Carrelage,Particulier,15,10683,1,158643
2024-05-11,Yamoussoukro,Grand compte,Peinture,Artisan,14,15291,14,248540
2024-06-11,Daloa,Revendeur,Peinture,,5,15249,3,99843
2024-10-31,Korhogo,Direct,Peinture,,20,13625,1,269775
2024-08-07,Korhogo,Revendeur,Électricité,Artisan,15,9649,4,138946
2024-02-24,Abidjan,Grand compte,Plomberie,Entreprise,28,8112,4,218051
2024-07-28,Yamoussoukro,Direct,Électricité,Entreprise,11,8032,2,86585
2024-05-19,Korhogo,Revendeur,Carrelage,Particulier,27,11020,1,397662
2024-10-11,Yamoussoukro,Revendeur,Ciment,Entreprise,5,6554,2,32115
2024-07-18,Abidjan,Revendeur,Carrelage,Artisan,3,10453,4,30105
2024-05-05,Abidjan,Grand compte,Fer à béton,,2,9918,6,25172
2024-04-30,Yamoussoukro,Revendeur,Carrelage,,23,11307,4,337039
2024-01-14,San-Pédro,Revendeur,Carrelage,Particulier,22,12660,1,275735
2024-06-11,Bouaké,Direct,Ciment,Particulier,11,5939,3,85548
2024-08-14,San-Pédro,Direct,Ciment,,24,5823,2,136957
2024-07-18,Daloa,Revendeur,Carrelage,,30,13464,3,391802
2024-05-14,Yamoussoukro,Revendeur,Plomberie,,38,8284,3,412220
2024-04-26,Abidjan,Grand compte,Fer à béton,Artisan,18,8869,3,209051
2024-05-29,Bouaké,Revendeur,Ciment,,30,6525,3,256335
2024-09-01,Abidjan,Revendeur,Plomberie,Entreprise,18,8325,1,148352
2024-10-30,Abidjan,Grand compte,Électricité,Particulier,8,9127,13,63524
2024-05-03,Yamoussoukro,Revendeur,Fer à béton,Artisan,10,9630,4,124805
2024-10-29,Bouaké,Direct,Électricité,Artisan,2,9127,5,17341
2024-08-31,Daloa,Grand compte,Carrelage,Particulier,24,12363,4,284844
2024-05-06,Daloa,Grand compte,Carrelage,Entreprise,30,10592,5,407527
2024-11-27,Daloa,Direct,Carrelage,,31,11304,4,336407
2024-08-15,San-Pédro,Direct,Peinture,Artisan,37,13144,5,462012
2024-07-13,San-Pédro,Direct,Électricité,Particulier,14,8033,4,107964
2024-05-20,Abidjan,Grand compte,Plomberie,Artisan,24,7344,15,202254
2024-01-04,Bouaké,Grand compte,Ciment,,9,5772,1,51429
2024-09-07,Abidjan,Revendeur,Plomberie,,40,6781,5,257678
2024-11-19,Korhogo,Direct,Carrelage,Artisan,14,13101,1,181580
2024-01-18,Korhogo,Direct,Plomberie,Entreprise,13,6546,5,80843
2024-08-25,San-Pédro,Direct,Fer à béton,Particulier,8,8826,6,66372
2024-06-19,Yamoussoukro,Revendeur,Carrelage,Entreprise,18,13514,0,328390
2024-03-22,San-Pédro,Direct,Carrelage,Particulier,26,11551,1,297323
2024-01-07,Abidjan,Grand compte,Ciment,Artisan,30,6962,5,198417
2024-02-16,Korhogo,Grand compte,Fer à béton,Artisan,27,8901,6,225907
2024-04-29,San-Pédro,Direct,Plomberie,Artisan,24,7114,6,216664
2024-04-27,Daloa,Grand compte,Ciment,Particulier,22,7125,10,190451
2024-09-28,Bouaké,Direct,Électricité,Entreprise,34,8756,5,282819
2024-11-13,Abidjan,Direct,Peinture,Particulier,16,15325,4,235392
2024-05-28,San-Pédro,Grand compte,Électricité,Entreprise,31,7826,5,311142
2024-01-22,Abidjan,Revendeur,Peinture,,33,15258,3,488409
2024-11-29,San-Pédro,Revendeur,Peinture,Particulier,27,15385,1,411241
2024-12-21,Abidjan,Direct,Électricité,Particulier,36,7781,3,271713
2024-07-18,Abidjan,Revendeur,Électricité,Entreprise,9,9722,6,82248
2024-06-08,Abidjan,Grand compte,Plomberie,Particulier,20,6786,9,166732
2024-05-26,Yamoussoukro,Grand compte,Peinture,Entreprise,14,14489,15,232766
2024-07-23,San-Pédro,Grand compte,Fer à béton,Artisan,5,9263,6,43536
2024-10-05,Abidjan,Grand compte,Fer à béton,Artisan,24,8363,7,186662
2024-05-28,Bouaké,Revendeur,Peinture,Artisan,3,13097,6,49860
2024-09-07,Bouaké,Grand compte,Peinture,Entreprise,29,15992,14,398840
2024-05-05,Yamoussoukro,Revendeur,Fer à béton,,2,8633,1,23076
2024-01-25,Yamoussoukro,Grand compte,Peinture,,15,14178,1,210543
2024-09-18,Korhogo,Direct,Peinture,Particulier,25,13437,6,315770
2024-05-02,Korhogo,Direct,Carrelage,,19,12933,3,321780
2024-08-09,Daloa,Revendeur,Carrelage,,32,12256,0,392192
2024-03-22,Daloa,Grand compte,Ciment,Particulier,36,5940,1,211702
2024-03-28,San-Pédro,Grand compte,Électricité,Particulier,2,10058,10,18104
2024-01-08,Abidjan,Direct,Électricité,Particulier,2,8123,5,15434
2024-07-19,Daloa,Revendeur,Peinture,Artisan,28,12390,5,329574
2024-11-08,San-Pédro,Grand compte,Carrelage,,7,12582,6,82790
2024-06-13,San-Pédro,Grand compte,Fer à béton,Entreprise,26,8222,8,265505
2024-09-11,Bouaké,Grand compte,Peinture,Particulier,29,12975,2,368750
2024-09-11,Bouaké,Revendeur,Fer à béton,,18,8254,0,148572
2024-09-07,Bouaké,Direct,Ciment,Artisan,28,7070,2,194001
2024-10-11,Abidjan,Direct,Carrelage,Entreprise,35,11323,0,396305
2024-05-17,Daloa,Direct,Peinture,Artisan,14,14609,0,276110
2024-11-02,San-Pédro,Direct,Fer à béton,Artisan,31,9051,3,272164
2024-06-02,Korhogo,Direct,Carrelage,Entreprise,27,11244,2,401647
2024-12-23,Daloa,Revendeur,Fer à béton,Particulier,15,9033,0,135495
2024-02-13,Yamoussoukro,Grand compte,Carrelage,,37,10696,10,356177
2024-06-13,San-Pédro,Direct,Plomberie,Artisan,39,8497,6,420525
2024-07-07,Abidjan,Direct,Peinture,Particulier,6,14583,3,84873
2024-06-16,Bouaké,Revendeur,Fer à béton,,11,8051,6,112384
2024-09-16,Yamoussoukro,Grand compte,Ciment,Entreprise,21,7012,13,128109
2024-07-10,Korhogo,Grand compte,Peinture,,15,16052,5,228741
2024-11-21,Korhogo,Direct,Plomberie,Particulier,9,8322,4,71902
2024-09-26,Korhogo,Direct,Électricité,,14,7621,1,105627
2024-01-11,Yamoussoukro,Revendeur,Plomberie,Entreprise,23,7946,4,175448
2024-02-19,San-Pédro,Direct,Carrelage,Artisan,6,11434,1,67918
2024-10-23,Yamoussoukro,Grand compte,Peinture,,38,14894,9,515035
2024-10-17,Abidjan,Grand compte,Plomberie,Particulier,5,7015,7,32620
2024-03-23,Abidjan,Revendeur,Électricité,Artisan,15,8585,5,122336
2024-01-20,Abidjan,Direct,Peinture,Particulier,8,14817,4,113795
2024-08-22,Bouaké,Revendeur,Carrelage,Entreprise,11,13105,5,136947
2024-08-20,Korhogo,Grand compte,Électricité,Particulier,16,10157,10,146261
2024-05-13,San-Pédro,Direct,Ciment,Particulier,40,5798,2,306830
2024-09-05,Bouaké,Revendeur,Plomberie,Entreprise,19,8042,5,145158
2024-03-05,San-Pédro,Direct,Peinture,Particulier,5,15576,6,73207
2024-06-19,Bouaké,Grand compte,Carrelage,Entreprise,21,13437,9,346654
2024-05-17,Yamoussoukro,Revendeur,Peinture,Artisan,2,15244,3,39924
2024-08-27,Yamoussoukro,Revendeur,Plomberie,Artisan,38,7171,4,261598
2024-12-14,Bouaké,Revendeur,Fer à béton,Entreprise,17,8157,5,131736
2024-05-19,Bouaké,Direct,Peinture,Entreprise,8,12885,6,130809
2024-09-08,Bouaké,Grand compte,Plomberie,Particulier,3,6999,11,18687
2024-03-20,Abidjan,Revendeur,Fer à béton,Artisan,27,8481,3,222117
2024-10-07,Abidjan,Revendeur,Fer à béton,Artisan,9,8560,2,75499
2024-04-26,Korhogo,Grand compte,Ciment,Particulier,25,5998,5,192311
2024-06-06,Yamoussoukro,Direct,Ciment,Artisan,19,6545,3,162843
2024-06-22,Daloa,Direct,Carrelage,Particulier,20,13400,4,347328
2024-06-22,Korhogo,Grand compte,Peinture,Entreprise,2,16186,2,42828
2024-06-15,Yamoussoukro,Direct,Fer à béton,Entreprise,40,10577,6,536889
2024-02-15,Daloa,Revendeur,Fer à béton,Artisan,27,10282,2,272062
2024-09-06,Bouaké,Direct,Électricité,Particulier,29,8643,5,238115
2024-09-28,San-Pédro,Grand compte,Plomberie,Particulier,23,8380,12,169611
2024-02-15,Abidjan,Grand compte,Électricité,Artisan,13,8807,6,107622
2024-02-21,Daloa,Revendeur,Carrelage,Artisan,30,11232,1,333590
2024-02-23,Korhogo,Revendeur,Carrelage,,32,11336,6,340987
2024-09-19,Abidjan,Grand compte,Électricité,Entreprise,5,8469,11,37687
2024-11-16,Daloa,Revendeur,Ciment,,39,6178,1,238533
2024-01-04,Korhogo,Revendeur,Peinture,,17,15663,3,258283
2024-06-27,Korhogo,Revendeur,Carrelage,Artisan,17,12214,5,266296
2024-05-12,Bouaké,Grand compte,Carrelage,Entreprise,29,13421,7,488652
2024-07-26,Bouaké,Revendeur,Plomberie,Artisan,31,6307,3,189651
2024-11-12,Bouaké,Grand compte,Plomberie,Entreprise,19,6319,11,106854
2024-05-21,Abidjan,Direct,Fer à béton,Artisan,18,8915,4,207969
2024-08-04,Abidjan,Direct,Plomberie,,37,7454,4,264766
2024-06-01,Korhogo,Revendeur,Peinture,,34,13685,3,609297
2024-02-22,Abidjan,Grand compte,Peinture,,28,15834,2,434485
2024-08-21,San-Pédro,Grand compte,Électricité,Artisan,6,7724,8,42636
2024-03-11,San-Pédro,Direct,Fer à béton,Artisan,15,10197,2,149896
2024-05-14,Korhogo,Grand compte,Fer à béton,,33,9879,10,396099
2024-12-30,Yamoussoukro,Direct,Peinture,Particulier,31,12984,6,378354
2024-05-29,Abidjan,Revendeur,Ciment,,19,7138,1,181259
2024-12-22,Korhogo,Grand compte,Carrelage,Entreprise,11,13437,14,127114
2024-05-27,Daloa,Grand compte,Ciment,,31,6074,15,216067
2024-11-05,San-Pédro,Revendeur,Fer à béton,,31,10279,5,302717
2024-05-05,Yamoussoukro,Direct,Plomberie,Entreprise,20,7478,3,195849
2024-04-24,Abidjan,Revendeur,Fer à béton,Particulier,37,8502,1,420428
2024-05-03,San-Pédro,Revendeur,Électricité,Artisan,1,9884,2,13077
2024-06-14,Abidjan,Direct,Fer à béton,,3,8726,4,33927
2024-12-27,Yamoussoukro,Direct,Fer à béton,,7,8476,1,58739
2024-11-15,San-Pédro,Direct,Fer à béton,Entreprise,17,9030,1,151975
2024-02-04,Abidjan,Direct,Ciment,Entreprise,23,5771,5,126096
2024-08-10,Daloa,Direct,Ciment,Artisan,14,6152,2,84405
2024-07-02,San-Pédro,Grand compte,Peinture,,28,16624,12,409615
2024-07-02,Bouaké,Revendeur,Fer à béton,Artisan,9,10353,2,91313
2024-06-20,Daloa,Direct,Électricité,Artisan,15,8755,0,177289
2024-05-29,Daloa,Grand compte,Carrelage,Artisan,5,11046,6,70087
2024-12-25,Korhogo,Grand compte,Carrelage,Artisan,7,10426,9,66414
2024-11-23,Korhogo,Grand compte,Plomberie,Particulier,19,8496,2,158196
2024-08-09,Bouaké,Revendeur,Plomberie,Particulier,9,6881,1,61310
2024-07-16,Yamoussoukro,Grand compte,Plomberie,Artisan,22,8033,12,155519
2024-12-15,Abidjan,Revendeur,Ciment,Particulier,2,7181,5,13644
2024-05-21,Korhogo,Direct,Carrelage,Entreprise,26,11066,1,384532
2024-11-08,Abidjan,Grand compte,Peinture,,4,14109,2,55307
2024-11-23,Bouaké,Grand compte,Fer à béton,Particulier,12,9665,1,114820
2024-01-07,Abidjan,Revendeur,Plomberie,Entreprise,38,7996,5,288656
2024-01-24,San-Pédro,Revendeur,Carrelage,,10,11030,3,106991
2024-11-22,Bouaké,Direct,Ciment,Entreprise,27,6855,5,175831
2024-04-03,Bouaké,Revendeur,Fer à béton,,2,9405,4,24378
2024-08-27,Yamoussoukro,Revendeur,Carrelage,Particulier,39,12777,2,488337
2024-08-15,Abidjan,Grand compte,Peinture,Entreprise,17,13247,5,213939
2024-08-02,Abidjan,Direct,Plomberie,,37,6318,4,224415
2024-04-02,San-Pédro,Direct,Carrelage,Particulier,22,11628,2,338445
2024-08-24,Yamoussoukro,Direct,Plomberie,Particulier,7,7381,0,51667
2024-05-18,San-Pédro,Direct,Ciment,Particulier,11,5706,1,83887
2024-10-11,San-Pédro,Revendeur,Plomberie,Particulier,23,6487,5,141741
2024-07-28,Daloa,Grand compte,Fer à béton,Artisan,12,10215,12,107870
2024-08-27,Abidjan,Grand compte,Électricité,Entreprise,29,10218,12,260763
2024-02-26,Yamoussoukro,Direct,Carrelage,Artisan,37,10207,3,366329
2024-10-28,Daloa,Direct,Peinture,Artisan,23,12560,1,285991
2024-06-27,Daloa,Direct,Peinture,Entreprise,6,13388,4,104105
2024-12-01,Abidjan,Direct,Électricité,,37,8842,2,320611
2024-06-26,Daloa,Direct,Carrelage,Entreprise,38,12111,5,590230
2024-03-03,Abidjan,Grand compte,Ciment,Artisan,39,5869,12,201424
2024-08-19,San-Pédro,Revendeur,Carrelage,,2,11366,6,21368
2024-10-28,San-Pédro,Grand compte,Ciment,Particulier,20,6049,2,118560
2024-12-05,Abidjan,Revendeur,Carrelage,Entreprise,4,12026,2,47142
2024-09-15,Abidjan,Direct,Carrelage,Entreprise,36,10114,4,349540
2024-01-15,Bouaké,Grand compte,Ciment,Particulier,29,6567,10,171399
2024-09-25,Abidjan,Direct,Plomberie,,36,7855,0,282780
2024-12-19,Abidjan,Grand compte,Ciment,Artisan,26,7441,8,177989
2024-12-22,Korhogo,Direct,Peinture,,3,13706,1,40707
2024-06-21,Yamoussoukro,Grand compte,Peinture,Artisan,6,16547,3,130010
2024-12-30,Korhogo,Revendeur,Plomberie,Artisan,21,7413,3,151003
2024-02-11,Daloa,Grand compte,Fer à béton,Artisan,7,9918,6,65260
2024-02-20,Bouaké,Revendeur,Électricité,,3,9842,6,27754
2024-02-17,Abidjan,Revendeur,Électricité,Artisan,26,9681,4,241638
2024-03-12,Abidjan,Revendeur,Électricité,,18,8868,1,158028
2024-06-16,Daloa,Revendeur,Fer à béton,,30,8397,2,333277
